protein_a,protein_b,string_id_a,string_id_b,combined_score,nscore,fscore,pscore,ascore,escore,dscore,tscore
BECN1,TRAF2,9606.ENSP00000355231,9606.ENSP00000247668,0.995,0.0,0.0,0.0,0.054,0.994,0.0,0.295
CACNA1A,CACNB4,9606.ENSP00000489829,9606.ENSP00000438949,0.995,0.0,0.0,0.0,0.178,0.637,0.8,0.928
FOXO3,MDM2,9606.ENSP00000339527,9606.ENSP00000258149,0.995,0.0,0.0,0.0,0.049,0.742,0.0,0.982
AKT1,PIK3R1,9606.ENSP00000451828,9606.ENSP00000428056,0.995,0.0,0.0,0.0,0.058,0.558,0.9,0.913
TRAF2,TRAF6,9606.ENSP00000247668,9606.ENSP00000433623,0.995,0.0,0.0,0.0,0.067,0.829,0.9,0.767
APP,IDE,9606.ENSP00000284981,9606.ENSP00000265986,0.995,0.0,0.0,0.0,0.049,0.949,0.0,0.912
HSP90AB1,TP53,9606.ENSP00000360609,9606.ENSP00000269305,0.995,0.0,0.0,0.0,0.057,0.248,0.0,0.994
CHUK,TRAF2,9606.ENSP00000359424,9606.ENSP00000247668,0.995,0.0,0.0,0.0,0.062,0.843,0.9,0.737
APP,MAPT,9606.ENSP00000284981,9606.ENSP00000340820,0.995,0.0,0.0,0.0,0.0,0.697,0.0,0.985
PTPN11,S100A8,9606.ENSP00000489597,9606.ENSP00000357721,0.995,0.0,0.0,0.0,0.084,0.053,0.0,0.995
CDK2,RBL1,9606.ENSP00000266970,9606.ENSP00000362768,0.995,0.0,0.0,0.0,0.109,0.896,0.9,0.597
MAPK1,MAPK14,9606.ENSP00000215832,9606.ENSP00000229795,0.995,0.0,0.0,0.067,0.342,0.816,0.9,0.677
AKR1C1,AKR1C3,9606.ENSP00000370254,9606.ENSP00000369927,0.995,0.0,0.0,0.049,0.626,0.847,0.9,0.301
CALML3,HSP90AB1,9606.ENSP00000315299,9606.ENSP00000360609,0.995,0.0,0.0,0.0,0.045,0.071,0.8,0.978
NANOG,STAT3,9606.ENSP00000229307,9606.ENSP00000264657,0.995,0.0,0.0,0.0,0.0,0.0,0.9,0.952
PLG,VTN,9606.ENSP00000308938,9606.ENSP00000226218,0.995,0.0,0.0,0.0,0.311,0.0,0.0,0.993
CYP17A1,HSD3B1,9606.ENSP00000358903,9606.ENSP00000358421,0.995,0.0,0.0,0.0,0.068,0.108,0.913,0.948
CACNG2,GRIA2,9606.ENSP00000300105,9606.ENSP00000296526,0.995,0.0,0.0,0.0,0.15,0.843,0.72,0.885
RELA,SIRT1,9606.ENSP00000384273,9606.ENSP00000212015,0.995,0.0,0.0,0.0,0.049,0.646,0.9,0.89
MAPT,TUBA1B,9606.ENSP00000340820,9606.ENSP00000336799,0.995,0.0,0.0,0.0,0.0,0.949,0.9,0.22
ATM,MDM2,9606.ENSP00000278616,9606.ENSP00000258149,0.995,0.0,0.0,0.0,0.092,0.621,0.75,0.955
CTNNB1,TJP1,9606.ENSP00000495360,9606.ENSP00000348416,0.995,0.0,0.0,0.0,0.059,0.2,0.0,0.994
MAPK8,NFATC3,9606.ENSP00000378974,9606.ENSP00000300659,0.995,0.0,0.0,0.0,0.049,0.935,0.9,0.278
IL1A,IL4,9606.ENSP00000263339,9606.ENSP00000231449,0.995,0.0,0.0,0.0,0.111,0.0,0.4,0.992
HSP90AB1,SRC,9606.ENSP00000360609,9606.ENSP00000362680,0.995,0.0,0.0,0.0,0.042,0.301,0.0,0.993
DDB1,MTOR,9606.ENSP00000301764,9606.ENSP00000354558,0.995,0.0,0.0,0.0,0.049,0.994,0.0,0.225
E2F1,MYC,9606.ENSP00000345571,9606.ENSP00000478887,0.995,0.0,0.0,0.0,0.084,0.166,0.5,0.99
AKT1,SRC,9606.ENSP00000451828,9606.ENSP00000362680,0.995,0.0,0.0,0.171,0.088,0.601,0.5,0.977
ERBB2,PIK3R1,9606.ENSP00000269571,9606.ENSP00000428056,0.995,0.0,0.0,0.0,0.0,0.84,0.9,0.728
BECN1,BIRC3,9606.ENSP00000355231,9606.ENSP00000263464,0.995,0.0,0.0,0.0,0.0,0.994,0.0,0.268
IFNG,IL10,9606.ENSP00000229135,9606.ENSP00000412237,0.995,0.0,0.0,0.0,0.566,0.0,0.0,0.989
MTOR,TUBB,9606.ENSP00000354558,9606.ENSP00000339001,0.995,0.0,0.0,0.0,0.049,0.994,0.0,0.2
GRIN3A,GRIN3B,9606.ENSP00000355155,9606.ENSP00000234389,0.995,0.0,0.0,0.059,0.0,0.222,0.72,0.981
CALM3,KCNN2,9606.ENSP00000291295,9606.ENSP00000264773,0.995,0.0,0.0,0.0,0.0,0.939,0.0,0.922
AR,KLK3,9606.ENSP00000363822,9606.ENSP00000314151,0.995,0.0,0.0,0.0,0.047,0.872,0.5,0.935
CCNA2,CCNB1,9606.ENSP00000481380,9606.ENSP00000256442,0.995,0.0,0.0,0.0,0.855,0.588,0.4,0.889
NFKB1,NFKBIE,9606.ENSP00000226574,9606.ENSP00000275015,0.995,0.0,0.0,0.096,0.294,0.723,0.9,0.778
JUN,STAT3,9606.ENSP00000360266,9606.ENSP00000264657,0.995,0.0,0.0,0.0,0.061,0.328,0.0,0.993
FOXP3,NFATC2,9606.ENSP00000365380,9606.ENSP00000379330,0.995,0.0,0.0,0.0,0.06,0.947,0.5,0.843
APOA4,APOE,9606.ENSP00000350425,9606.ENSP00000252486,0.995,0.0,0.0,0.0,0.042,0.0,0.8,0.979
TP73,YAP1,9606.ENSP00000367545,9606.ENSP00000478927,0.995,0.0,0.0,0.0,0.0,0.863,0.8,0.843
CASP7,PARP1,9606.ENSP00000358327,9606.ENSP00000355759,0.995,0.0,0.0,0.0,0.062,0.706,0.9,0.848
FTH1,TFRC,9606.ENSP00000273550,9606.ENSP00000376197,0.995,0.0,0.0,0.0,0.047,0.852,0.5,0.945
NFKB2,NFKBIA,9606.ENSP00000358983,9606.ENSP00000216797,0.995,0.0,0.0,0.108,0.174,0.856,0.9,0.64
PTPN6,SYK,9606.ENSP00000391592,9606.ENSP00000364898,0.995,0.0,0.0,0.0,0.263,0.75,0.9,0.772
DHFR,SHMT1,9606.ENSP00000396308,9606.ENSP00000318868,0.995,0.11,0.0,0.0,0.17,0.0,0.956,0.868
EGR1,FOS,9606.ENSP00000239938,9606.ENSP00000306245,0.995,0.0,0.0,0.0,0.825,0.066,0.5,0.951
AKT1,CDKN1A,9606.ENSP00000451828,9606.ENSP00000384849,0.995,0.0,0.0,0.0,0.0,0.776,0.9,0.833
CDT1,PCNA,9606.ENSP00000301019,9606.ENSP00000368458,0.995,0.0,0.0,0.0,0.508,0.988,0.0,0.268
AHSP,HBA2,9606.ENSP00000307199,9606.ENSP00000251595,0.995,0.0,0.0,0.0,0.175,0.962,0.72,0.508
PPARD,RXRA,9606.ENSP00000310928,9606.ENSP00000419692,0.995,0.0,0.0,0.0,0.049,0.761,0.9,0.838
CXCL8,RELA,9606.ENSP00000306512,9606.ENSP00000384273,0.995,0.0,0.0,0.0,0.062,0.785,0.9,0.82
FOS,STAT3,9606.ENSP00000306245,9606.ENSP00000264657,0.995,0.0,0.0,0.0,0.132,0.429,0.5,0.984
AGT,TAC1,9606.ENSP00000355627,9606.ENSP00000321106,0.995,0.0,0.0,0.0,0.062,0.0,0.4,0.993
DNMT1,SNAI1,9606.ENSP00000352516,9606.ENSP00000244050,0.995,0.0,0.0,0.0,0.0,0.51,0.0,0.991
NDUFS3,UQCRC1,9606.ENSP00000263774,9606.ENSP00000203407,0.995,0.0,0.0,0.0,0.759,0.946,0.154,0.647
CALM3,ESR1,9606.ENSP00000291295,9606.ENSP00000405330,0.995,0.0,0.0,0.0,0.0,0.916,0.0,0.942
CDKN1A,FOXO3,9606.ENSP00000384849,9606.ENSP00000339527,0.995,0.0,0.0,0.0,0.072,0.294,0.0,0.994
CD44,ICAM1,9606.ENSP00000398632,9606.ENSP00000264832,0.995,0.0,0.0,0.0,0.148,0.0,0.0,0.995
AHR,HSP90AB1,9606.ENSP00000242057,9606.ENSP00000360609,0.995,0.0,0.0,0.0,0.0,0.927,0.8,0.736
CALR,HSPA5,9606.ENSP00000320866,9606.ENSP00000324173,0.995,0.0,0.0,0.0,0.766,0.279,0.5,0.955
PTEN,PTK2,9606.ENSP00000361021,9606.ENSP00000341189,0.995,0.0,0.0,0.0,0.0,0.801,0.9,0.808
CCNB1,CDC25A,9606.ENSP00000256442,9606.ENSP00000303706,0.995,0.0,0.0,0.0,0.399,0.659,0.9,0.804
DNMT3B,HDAC2,9606.ENSP00000328547,9606.ENSP00000430432,0.994,0.0,0.0,0.0,0.089,0.518,0.8,0.946
CXCL8,IL1B,9606.ENSP00000306512,9606.ENSP00000263341,0.994,0.0,0.0,0.0,0.776,0.0,0.4,0.962
DLG4,GRIA1,9606.ENSP00000497806,9606.ENSP00000428994,0.994,0.0,0.0,0.0,0.141,0.303,0.54,0.982
STAT3,TP53,9606.ENSP00000264657,9606.ENSP00000269305,0.994,0.0,0.0,0.0,0.063,0.164,0.8,0.97
AKT1,TP53,9606.ENSP00000451828,9606.ENSP00000269305,0.994,0.0,0.0,0.0,0.049,0.184,0.9,0.934
COX6A2,UQCRC1,9606.ENSP00000287490,9606.ENSP00000203407,0.994,0.0,0.0,0.0,0.331,0.955,0.624,0.525
BAX,TP53,9606.ENSP00000293288,9606.ENSP00000269305,0.994,0.0,0.0,0.0,0.08,0.782,0.9,0.774
CDK1,CDK2,9606.ENSP00000378699,9606.ENSP00000266970,0.994,0.0,0.0,0.056,0.349,0.47,0.4,0.977
IGF1R,PIK3R1,9606.ENSP00000497069,9606.ENSP00000428056,0.994,0.0,0.0,0.0,0.042,0.803,0.9,0.735
CALR,P4HB,9606.ENSP00000320866,9606.ENSP00000327801,0.994,0.0,0.0,0.0,0.813,0.787,0.0,0.877
TUBA4A,TUBB,9606.ENSP00000248437,9606.ENSP00000339001,0.994,0.0,0.0,0.068,0.306,0.795,0.65,0.9
ESR1,PIK3R1,9606.ENSP00000405330,9606.ENSP00000428056,0.994,0.0,0.0,0.0,0.0,0.708,0.4,0.971
SOD1,SOD2,9606.ENSP00000270142,9606.ENSP00000446252,0.994,0.0,0.0,0.0,0.201,0.661,0.9,0.821
CTNNB1,FOXM1,9606.ENSP00000495360,9606.ENSP00000342307,0.994,0.0,0.0,0.0,0.0,0.525,0.0,0.989
CTNNB1,PPARG,9606.ENSP00000495360,9606.ENSP00000287820,0.994,0.0,0.0,0.0,0.052,0.735,0.0,0.98
MTOR,TUBA1B,9606.ENSP00000354558,9606.ENSP00000336799,0.994,0.0,0.0,0.0,0.055,0.994,0.0,0.117
CYP17A1,HSD3B2,9606.ENSP00000358903,9606.ENSP00000445122,0.994,0.0,0.0,0.0,0.129,0.108,0.913,0.928
GDNF,NTRK2,9606.ENSP00000409007,9606.ENSP00000277120,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.994
CHRNA4,CHRNB2,9606.ENSP00000359285,9606.ENSP00000357461,0.994,0.0,0.0,0.071,0.144,0.802,0.9,0.683
CD44,VCAM1,9606.ENSP00000398632,9606.ENSP00000294728,0.994,0.0,0.0,0.0,0.042,0.0,0.0,0.994
CYP11A1,HSD3B2,9606.ENSP00000268053,9606.ENSP00000445122,0.994,0.0,0.0,0.0,0.156,0.108,0.913,0.924
CYP3A4,UGT1A1,9606.ENSP00000498939,9606.ENSP00000304845,0.994,0.0,0.0,0.0,0.1,0.294,0.906,0.915
CCND1,CDKN1C,9606.ENSP00000227507,9606.ENSP00000413720,0.994,0.0,0.0,0.0,0.098,0.842,0.9,0.633
CYBA,POLDIP2,9606.ENSP00000261623,9606.ENSP00000475924,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.994
KLF4,NANOG,9606.ENSP00000363804,9606.ENSP00000229307,0.994,0.0,0.0,0.0,0.0,0.071,0.8,0.975
JUN,NFKB1,9606.ENSP00000360266,9606.ENSP00000226574,0.994,0.0,0.0,0.0,0.093,0.292,0.0,0.992
CASP8,TRAF2,9606.ENSP00000351273,9606.ENSP00000247668,0.994,0.0,0.0,0.0,0.055,0.835,0.5,0.94
IL6,NFKB1,9606.ENSP00000385675,9606.ENSP00000226574,0.994,0.0,0.0,0.0,0.176,0.0,0.9,0.942
CHUK,MAP3K7,9606.ENSP00000359424,9606.ENSP00000358335,0.994,0.0,0.0,0.0,0.141,0.84,0.9,0.656
MTOR,TUBB4A,9606.ENSP00000354558,9606.ENSP00000264071,0.994,0.0,0.0,0.0,0.042,0.994,0.0,0.072
TOP1,TOP2A,9606.ENSP00000354522,9606.ENSP00000411532,0.994,0.0,0.0,0.0,0.111,0.857,0.0,0.96
PRKACA,RYR2,9606.ENSP00000309591,9606.ENSP00000355533,0.994,0.0,0.0,0.0,0.0,0.571,0.9,0.871
IKBKB,TRAF2,9606.ENSP00000430684,9606.ENSP00000247668,0.994,0.0,0.0,0.0,0.085,0.879,0.9,0.529
GSK3B,TRAF6,9606.ENSP00000324806,9606.ENSP00000433623,0.994,0.0,0.0,0.0,0.069,0.983,0.0,0.646
LACTB,NSFL1C,9606.ENSP00000261893,9606.ENSP00000418529,0.994,0.0,0.0,0.0,0.042,0.994,0.0,0.047
AKT1,CYBB,9606.ENSP00000451828,9606.ENSP00000367851,0.994,0.0,0.0,0.0,0.06,0.063,0.0,0.994
CXCL10,CXCL13,9606.ENSP00000305651,9606.ENSP00000286758,0.994,0.0,0.0,0.0,0.201,0.0,0.9,0.939
ACTC1,TNNI3,9606.ENSP00000290378,9606.ENSP00000341838,0.994,0.0,0.0,0.0,0.106,0.054,0.9,0.937
HSPA4,SNCA,9606.ENSP00000302961,9606.ENSP00000500990,0.994,0.0,0.0,0.0,0.059,0.828,0.0,0.97
FOS,MAPK3,9606.ENSP00000306245,9606.ENSP00000263025,0.994,0.0,0.0,0.0,0.055,0.45,0.9,0.907
MAPK3,TP53,9606.ENSP00000263025,9606.ENSP00000269305,0.994,0.0,0.0,0.0,0.06,0.626,0.9,0.871
ATF3,FOS,9606.ENSP00000344352,9606.ENSP00000306245,0.994,0.0,0.0,0.0,0.47,0.353,0.0,0.984
ACLY,FASN,9606.ENSP00000466259,9606.ENSP00000304592,0.994,0.0,0.0,0.0,0.75,0.087,0.8,0.894
MAPK1,MAPK3,9606.ENSP00000215832,9606.ENSP00000263025,0.994,0.0,0.0,0.049,0.118,0.874,0.9,0.581
ELK1,MAPK1,9606.ENSP00000366182,9606.ENSP00000215832,0.994,0.0,0.0,0.0,0.049,0.927,0.9,0.263
CDK4,CDKN1C,9606.ENSP00000257904,9606.ENSP00000413720,0.994,0.0,0.0,0.0,0.087,0.767,0.9,0.78
CEBPB,DDIT3,9606.ENSP00000305422,9606.ENSP00000448665,0.994,0.0,0.0,0.0,0.146,0.783,0.54,0.944
MAPT,SNCA,9606.ENSP00000340820,9606.ENSP00000500990,0.994,0.0,0.0,0.0,0.079,0.817,0.0,0.97
MAPK14,TP53,9606.ENSP00000229795,9606.ENSP00000269305,0.994,0.0,0.0,0.0,0.046,0.818,0.9,0.744
AGXT,SHMT1,9606.ENSP00000302620,9606.ENSP00000318868,0.994,0.102,0.0,0.0,0.099,0.085,0.978,0.729
SMAD3,SNAI1,9606.ENSP00000332973,9606.ENSP00000244050,0.994,0.0,0.0,0.0,0.067,0.095,0.0,0.994
IL1A,TNF,9606.ENSP00000263339,9606.ENSP00000398698,0.994,0.0,0.0,0.0,0.619,0.0,0.4,0.976
CALM3,FKBP1A,9606.ENSP00000291295,9606.ENSP00000383003,0.994,0.0,0.0,0.0,0.253,0.304,0.0,0.99
STAT1,STAT4,9606.ENSP00000354394,9606.ENSP00000351255,0.994,0.0,0.0,0.066,0.081,0.535,0.9,0.888
IL6,TNF,9606.ENSP00000385675,9606.ENSP00000398698,0.994,0.0,0.0,0.0,0.261,0.0,0.4,0.989
COX5A,NDUFV2,9606.ENSP00000317780,9606.ENSP00000327268,0.994,0.0,0.0,0.0,0.919,0.876,0.0,0.513
SOCS3,STAT3,9606.ENSP00000330341,9606.ENSP00000264657,0.994,0.0,0.0,0.0,0.297,0.34,0.75,0.961
BIRC3,XIAP,9606.ENSP00000263464,9606.ENSP00000360242,0.994,0.0,0.0,0.063,0.042,0.527,0.9,0.894
SCARB1,THBS1,9606.ENSP00000261693,9606.ENSP00000260356,0.994,0.0,0.0,0.0,0.074,0.0,0.0,0.994
SCN4B,SCN5A,9606.ENSP00000322460,9606.ENSP00000328968,0.994,0.0,0.0,0.0,0.0,0.0,0.9,0.95
APRT,HPRT1,9606.ENSP00000367615,9606.ENSP00000298556,0.994,0.117,0.0,0.0,0.067,0.226,0.9,0.933
KLF4,POU5F1,9606.ENSP00000363804,9606.ENSP00000259915,0.994,0.0,0.0,0.0,0.0,0.089,0.8,0.974
PARK7,SNCA,9606.ENSP00000340278,9606.ENSP00000500990,0.994,0.0,0.0,0.0,0.0,0.631,0.0,0.985
AKT1,NCF2,9606.ENSP00000451828,9606.ENSP00000356505,0.994,0.0,0.0,0.0,0.0,0.236,0.0,0.993
ITGB3,SPP1,9606.ENSP00000452786,9606.ENSP00000378517,0.994,0.0,0.0,0.0,0.043,0.0,0.9,0.949
BGLAP,SPP1,9606.ENSP00000357255,9606.ENSP00000378517,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.994
E2F1,RBL1,9606.ENSP00000345571,9606.ENSP00000362768,0.994,0.0,0.0,0.0,0.131,0.922,0.9,0.342
CD44,CXCR4,9606.ENSP00000398632,9606.ENSP00000386884,0.994,0.0,0.0,0.0,0.106,0.0,0.0,0.994
KCNJ6,KCNJ9,9606.ENSP00000477437,9606.ENSP00000357067,0.994,0.0,0.0,0.054,0.086,0.51,0.4,0.982
E2F1,FOXO3,9606.ENSP00000345571,9606.ENSP00000339527,0.994,0.0,0.0,0.0,0.0,0.045,0.0,0.994
TUBA1C,TUBB,9606.ENSP00000443475,9606.ENSP00000339001,0.994,0.0,0.0,0.068,0.601,0.714,0.65,0.885
COX6B1,CYC1,9606.ENSP00000466818,9606.ENSP00000317159,0.994,0.0,0.0,0.0,0.484,0.955,0.658,0.396
FOXO3,YWHAZ,9606.ENSP00000339527,9606.ENSP00000379287,0.994,0.0,0.0,0.0,0.049,0.816,0.9,0.742
HIF1A,STAT3,9606.ENSP00000437955,9606.ENSP00000264657,0.994,0.0,0.0,0.0,0.115,0.738,0.75,0.923
AKT1,BCL2,9606.ENSP00000451828,9606.ENSP00000381185,0.993,0.0,0.0,0.0,0.0,0.0,0.9,0.934
CD44,FGF2,9606.ENSP00000398632,9606.ENSP00000264498,0.993,0.0,0.0,0.0,0.048,0.327,0.0,0.991
HDAC1,SIRT1,9606.ENSP00000362649,9606.ENSP00000212015,0.993,0.0,0.0,0.0,0.0,0.528,0.0,0.987
ERBB2,IGF1R,9606.ENSP00000269571,9606.ENSP00000497069,0.993,0.0,0.0,0.0,0.083,0.693,0.0,0.979
ATG5,SIRT1,9606.ENSP00000358072,9606.ENSP00000212015,0.993,0.0,0.0,0.0,0.082,0.301,0.0,0.99
HIF1A,MYC,9606.ENSP00000437955,9606.ENSP00000478887,0.993,0.0,0.0,0.0,0.091,0.435,0.4,0.982
COX5B,CYCS,9606.ENSP00000258424,9606.ENSP00000307786,0.993,0.0,0.0,0.0,0.659,0.755,0.4,0.879
BIRC5,CCNB1,9606.ENSP00000301633,9606.ENSP00000256442,0.993,0.0,0.0,0.0,0.906,0.098,0.4,0.884
APAF1,BCL2,9606.ENSP00000448165,9606.ENSP00000381185,0.993,0.0,0.0,0.0,0.049,0.294,0.0,0.991
AKT1,BRCA1,9606.ENSP00000451828,9606.ENSP00000418960,0.993,0.0,0.0,0.0,0.0,0.735,0.9,0.786
ATG7,SIRT1,9606.ENSP00000346437,9606.ENSP00000212015,0.993,0.055,0.0,0.0,0.0,0.516,0.0,0.987
ERBB2,HSP90AB1,9606.ENSP00000269571,9606.ENSP00000360609,0.993,0.0,0.0,0.0,0.0,0.645,0.0,0.983
IGF1R,PTPN1,9606.ENSP00000497069,9606.ENSP00000360683,0.993,0.0,0.0,0.0,0.055,0.969,0.0,0.786
AKT1,NCF1,9606.ENSP00000451828,9606.ENSP00000289473,0.993,0.0,0.0,0.0,0.086,0.101,0.0,0.993
CXCL2,CXCR4,9606.ENSP00000427279,9606.ENSP00000386884,0.993,0.0,0.0,0.0,0.096,0.0,0.65,0.98
AKT1,NCF4,9606.ENSP00000451828,9606.ENSP00000380334,0.993,0.0,0.0,0.0,0.101,0.101,0.0,0.992
ACACB,FASN,9606.ENSP00000341044,9606.ENSP00000304592,0.993,0.055,0.0,0.0,0.308,0.0,0.9,0.908
AKT1,GSK3A,9606.ENSP00000451828,9606.ENSP00000222330,0.993,0.0,0.0,0.0,0.103,0.895,0.9,0.384
HSP90AB1,RAF1,9606.ENSP00000360609,9606.ENSP00000401888,0.993,0.0,0.0,0.0,0.05,0.973,0.0,0.758
PARP1,PRKDC,9606.ENSP00000355759,9606.ENSP00000313420,0.993,0.0,0.0,0.0,0.245,0.693,0.0,0.975
CDC25A,CDK1,9606.ENSP00000303706,9606.ENSP00000378699,0.993,0.0,0.0,0.0,0.41,0.326,0.9,0.858
NR1H2,RXRB,9606.ENSP00000499121,9606.ENSP00000363817,0.993,0.0,0.0,0.0,0.12,0.98,0.5,0.315
ATF2,MAPK11,9606.ENSP00000264110,9606.ENSP00000333685,0.993,0.0,0.0,0.0,0.0,0.811,0.9,0.682
CALML3,NOS2,9606.ENSP00000315299,9606.ENSP00000327251,0.993,0.0,0.0,0.0,0.042,0.066,0.9,0.94
JUN,SPI1,9606.ENSP00000360266,9606.ENSP00000227163,0.993,0.0,0.0,0.0,0.0,0.301,0.0,0.99
BAX,CYCS,9606.ENSP00000293288,9606.ENSP00000307786,0.993,0.0,0.0,0.0,0.055,0.287,0.9,0.91
APP,SNCA,9606.ENSP00000284981,9606.ENSP00000500990,0.993,0.0,0.0,0.0,0.066,0.78,0.4,0.953
MAPK8IP1,MAPK9,9606.ENSP00000241014,9606.ENSP00000394560,0.993,0.0,0.0,0.0,0.055,0.755,0.9,0.76
RARA,RXRB,9606.ENSP00000254066,9606.ENSP00000363817,0.993,0.0,0.0,0.0,0.104,0.862,0.8,0.756
ESR2,NCOA2,9606.ENSP00000343925,9606.ENSP00000399968,0.993,0.0,0.0,0.0,0.0,0.779,0.8,0.872
BCL2,ITPR3,9606.ENSP00000381185,9606.ENSP00000363435,0.993,0.0,0.0,0.0,0.043,0.292,0.0,0.991
AKT1,BAD,9606.ENSP00000451828,9606.ENSP00000378040,0.993,0.0,0.0,0.0,0.06,0.86,0.9,0.572
BIRC2,TRAF6,9606.ENSP00000477613,9606.ENSP00000433623,0.993,0.0,0.0,0.0,0.074,0.522,0.54,0.973
ESR1,HSP90AB1,9606.ENSP00000405330,9606.ENSP00000360609,0.993,0.0,0.0,0.0,0.054,0.319,0.5,0.983
ERBB3,PIK3CA,9606.ENSP00000267101,9606.ENSP00000263967,0.993,0.0,0.0,0.0,0.0,0.597,0.9,0.856
NFKB1,TLR4,9606.ENSP00000226574,9606.ENSP00000363089,0.993,0.0,0.0,0.0,0.116,0.093,0.9,0.932
HIF1A,NOTCH1,9606.ENSP00000437955,9606.ENSP00000498587,0.993,0.0,0.0,0.0,0.042,0.292,0.9,0.917
MYC,SMAD3,9606.ENSP00000478887,9606.ENSP00000332973,0.993,0.0,0.0,0.0,0.058,0.292,0.5,0.983
CALM3,KCNQ2,9606.ENSP00000291295,9606.ENSP00000352035,0.993,0.0,0.0,0.0,0.078,0.94,0.0,0.89
CTNNB1,YWHAZ,9606.ENSP00000495360,9606.ENSP00000379287,0.993,0.0,0.0,0.0,0.119,0.665,0.8,0.898
TAC1,TACR3,9606.ENSP00000321106,9606.ENSP00000303325,0.993,0.0,0.0,0.0,0.081,0.292,0.0,0.991
PPIF,TP53,9606.ENSP00000225174,9606.ENSP00000269305,0.993,0.0,0.0,0.0,0.068,0.31,0.0,0.99
CCL3,CXCR4,9606.ENSP00000477908,9606.ENSP00000386884,0.993,0.0,0.0,0.0,0.14,0.0,0.65,0.979
APAF1,HSP90AA1,9606.ENSP00000448165,9606.ENSP00000335153,0.993,0.0,0.0,0.0,0.055,0.299,0.0,0.99
SMAD2,TP53,9606.ENSP00000262160,9606.ENSP00000269305,0.993,0.0,0.0,0.0,0.083,0.797,0.0,0.966
CALM3,SCN2A,9606.ENSP00000291295,9606.ENSP00000490107,0.993,0.0,0.0,0.0,0.067,0.96,0.0,0.825
CD44,SELP,9606.ENSP00000398632,9606.ENSP00000263686,0.993,0.0,0.0,0.0,0.067,0.058,0.0,0.993
GABRA1,GABRB3,9606.ENSP00000393097,9606.ENSP00000308725,0.993,0.0,0.0,0.084,0.148,0.869,0.9,0.498
CYCS,ITPR1,9606.ENSP00000307786,9606.ENSP00000306253,0.993,0.0,0.0,0.0,0.049,0.072,0.0,0.992
CALM3,CAMK2G,9606.ENSP00000291295,9606.ENSP00000319060,0.993,0.0,0.0,0.0,0.121,0.649,0.0,0.981
CDK2,CDKN2A,9606.ENSP00000266970,9606.ENSP00000418915,0.993,0.0,0.0,0.0,0.072,0.094,0.0,0.993
CSF2,IL5,9606.ENSP00000296871,9606.ENSP00000231454,0.993,0.0,0.0,0.0,0.168,0.0,0.4,0.988
NCOA2,THRB,9606.ENSP00000399968,9606.ENSP00000379904,0.993,0.0,0.0,0.0,0.049,0.965,0.65,0.496
RXRA,THRB,9606.ENSP00000419692,9606.ENSP00000379904,0.993,0.0,0.0,0.0,0.0,0.988,0.0,0.494
CDH5,CLDN5,9606.ENSP00000497290,9606.ENSP00000385477,0.993,0.0,0.0,0.0,0.404,0.0,0.0,0.988
FABP4,PPARG,9606.ENSP00000256104,9606.ENSP00000287820,0.993,0.0,0.0,0.0,0.222,0.05,0.5,0.983
AURKA,BIRC5,9606.ENSP00000216911,9606.ENSP00000301633,0.993,0.0,0.0,0.0,0.824,0.492,0.54,0.865
CYCS,HSPB1,9606.ENSP00000307786,9606.ENSP00000248553,0.993,0.0,0.0,0.0,0.056,0.292,0.0,0.99
CALML5,NOS2,9606.ENSP00000369689,9606.ENSP00000327251,0.993,0.0,0.0,0.0,0.0,0.066,0.9,0.94
E2F1,E2F2,9606.ENSP00000345571,9606.ENSP00000355249,0.993,0.0,0.0,0.089,0.137,0.609,0.9,0.81
CALM3,KCNN4,9606.ENSP00000291295,9606.ENSP00000496939,0.993,0.0,0.0,0.0,0.0,0.977,0.0,0.741
FOXO3,PTK2,9606.ENSP00000339527,9606.ENSP00000341189,0.992,0.0,0.0,0.0,0.049,0.0,0.0,0.992
CALML5,FKBP1A,9606.ENSP00000369689,9606.ENSP00000383003,0.992,0.0,0.0,0.0,0.236,0.304,0.0,0.986
GSK3B,TP53,9606.ENSP00000324806,9606.ENSP00000269305,0.992,0.0,0.0,0.0,0.0,0.633,0.0,0.981
ABCC8,TRPM4,9606.ENSP00000494321,9606.ENSP00000252826,0.992,0.0,0.0,0.0,0.044,0.0,0.0,0.992
CHEK1,WEE1,9606.ENSP00000391090,9606.ENSP00000402084,0.992,0.0,0.0,0.0,0.196,0.388,0.9,0.86
HSPA4,TLR2,9606.ENSP00000302961,9606.ENSP00000260010,0.992,0.0,0.0,0.0,0.0,0.102,0.0,0.992
CDK2,CEBPA,9606.ENSP00000266970,9606.ENSP00000427514,0.992,0.0,0.0,0.0,0.047,0.644,0.9,0.806
IL10,TNF,9606.ENSP00000412237,9606.ENSP00000398698,0.992,0.0,0.0,0.0,0.234,0.0,0.4,0.984
F2,GP1BA,9606.ENSP00000308541,9606.ENSP00000329380,0.992,0.0,0.0,0.0,0.042,0.946,0.5,0.748
HSPA4,NR3C1,9606.ENSP00000302961,9606.ENSP00000231509,0.992,0.0,0.0,0.0,0.043,0.659,0.0,0.979
